Acceptancenum	Simnum	Time	T0	T1	TMRCA	Variance	epsilonV	Heterozygosis	epsilonH	Numberofconfig	epsilonC	SASHloc	SH	MASH	SASH	SHchanges	SHdist	HBC	Simnum	Alpha
1	92	0.354011	0.005407	19.026808	0.357110	0.615735	-0.044555	0.590083	0.029127	49	0.020000	0.362262	0.801085	0.775769	0.112903	0.764045	0.544239	0.075472	92	0.100000
2	180	0.133407	0.000493	41.620872	0.134222	0.621521	-0.054372	0.580239	0.045323	55	-0.100000	0.359549	0.794855	0.760554	0.143248	0.800000	0.452862	0.126984	180	0.100000
3	236	0.257794	0.007468	22.265432	0.260971	0.646518	-0.096777	0.560105	0.078450	46	0.080000	0.309789	0.675859	0.674407	0.004458	0.721519	0.440669	0.041667	236	0.100000
4	560	0.251400	0.006581	24.908274	0.252653	0.563781	0.043581	0.568651	0.064389	48	0.040000	0.378505	0.828343	0.798802	0.146825	0.777778	0.516380	0.142857	560	0.100000
5	787	0.085847	0.006310	39.836788	0.092123	0.531342	0.098611	0.564430	0.071334	54	-0.080000	0.175407	0.853004	0.810600	0.223882	0.789474	0.247465	0.194030	787	0.100000
6	1378	0.053011	0.002298	52.745724	0.057084	0.590328	-0.001455	0.550739	0.093860	53	-0.060000	0.194198	0.880986	0.801802	0.399519	0.831933	0.271967	0.242857	1378	0.100000
7	1897	0.132674	0.007802	26.360676	0.139507	0.646525	-0.096789	0.579553	0.046452	45	0.100000	0.443970	0.798160	0.775433	0.101206	0.755814	0.390330	0.081633	1897	0.100000
8	1959	0.164217	0.009718	31.742769	0.178484	0.643639	-0.091894	0.584385	0.038501	55	-0.100000	0.413245	0.858702	0.826561	0.185315	0.803419	0.473515	0.126984	1959	0.100000
9	1968	0.202431	0.007397	28.310951	0.205498	0.549441	0.067908	0.568815	0.064119	48	0.040000	0.363281	0.864511	0.814163	0.270925	0.813725	0.446376	0.127273	1968	0.100000
10	2119	0.190966	0.000359	31.239515	0.191060	0.624795	-0.059926	0.582596	0.041446	45	0.100000	0.275765	0.854194	0.841720	0.078804	0.738095	0.370754	0.117647	2119	0.100000
11	2781	0.245784	0.001551	27.772606	0.246421	0.610559	-0.035776	0.618658	-0.017889	49	0.020000	0.392095	0.778338	0.750000	0.113352	0.794118	0.483296	0.057692	2781	0.100000
12	2950	0.147459	0.003345	30.731443	0.152610	0.591104	-0.002770	0.597420	0.017054	46	0.080000	0.407680	0.865782	0.856028	0.067749	0.777778	0.413358	0.098039	2950	0.100000
13	3781	0.099951	0.009762	40.497421	0.109079	0.617122	-0.046908	0.553990	0.088511	55	-0.100000	0.329326	0.900767	0.849617	0.340135	0.816667	0.425407	0.202899	3781	0.100000
14	4740	0.114462	0.002298	33.018391	0.116412	0.561529	0.047402	0.597853	0.016343	54	-0.080000	0.243605	0.853350	0.810999	0.224080	0.818182	0.274584	0.142857	4740	0.100000
15	5060	0.153183	0.002518	31.185490	0.155157	0.629933	-0.068642	0.587980	0.032587	53	-0.060000	0.340332	0.845643	0.841735	0.024693	0.804688	0.399233	0.070175	5060	0.100000
16	6002	0.116464	0.003442	42.491348	0.119473	0.586092	0.005731	0.613632	-0.009619	53	-0.060000	0.302180	0.839521	0.800399	0.196001	0.828829	0.373511	0.145161	6002	0.100000
