00100000000000000000	00000000000001	000100000	00000000000000000	000000000000000	0000001000	00000000000000000	00000000	00000000000000	00000000000000
00000000000000000000	00000000000000	000000010	10000000000000000	000000000000000	0000000000	00000000000000000	00000000	01000000000000	00000000000000
10000000000000000000	01000000000000	000010000	00000000000000010	000010010000000	0000000000	00100000000000000	00000100	00000000000000	00000000000000
00000000000001000000	00000000000000	000000000	00000000000001000	100001000001010	0000000000	00000000000010000	00000000	10000000000000	00010000000000
10000000000000000000	00000000000000	000010000	00001000000000010	000010010000000	0000000000	00100000000000000	00000100	00000000000000	00000010000000
00000000000000001000	00000000000000	000000000	00000000000000000	001000000000000	0000000000	00000000000000010	00000000	00000000000000	00000000000000
00000000000001000000	00000000000000	000000000	00000000000000000	000001000001000	0000000000	00000000000010000	00000000	10000000000000	00010000000000
00000000000000101000	00000000000000	000000000	00000000000000000	001000000000000	0000000000	00000000000000010	00000000	00000000000000	00000000000000
00100000000000000000	00000000000001	000100000	00000000000000000	000000000000000	0000001000	00000000000000000	00000000	00000000000000	00000000000000
00000000000010000000	00100000000000	000000000	00000000000000000	000000000000000	0100000010	01000000000000100	00000000	00000000001000	00000000000000
00000000000000000001	00000100001100	000000000	00000000000000000	000000000000000	0000000000	00000010000000000	00001011	00000100000000	00001000000100
00000000000000000000	00000010100000	000000000	00000000101000000	000000000000000	0000100000	00000000000000000	00000000	00000000000110	00000000000000
00000000000000000000	00000000000001	000000000	00000000000000000	000000000000000	0000000000	00000000000000000	00000000	00000000000000	00000000000000
00000000000000000000	00000010100000	000000000	00000000101000000	000000000000000	0000100000	00000000000000000	00000000	00000000000010	00000000000000
00000000000000000000	10000000000000	000000000	00000000100000000	000000000000000	0000000000	10000000000000000	01000000	00000000000000	00000000000000
00000000000000000000	00000000000000	000000000	00000000000000000	000000000000000	0000000001	00010100000000000	00000000	00000010100000	01000000000000
10000000000000000000	01000000000000	000010000	00000000000000010	000010010000000	0000000000	00100000000000000	00000100	00000000000000	00000000000000
00000000000000000000	00000000000000	010000000	00000000000000000	000000000000000	0000000000	00000000000000000	00000000	00000001000000	00000000000000
00000000000000000000	00100000000000	000000000	00000000000000000	000000000000000	0000000010	00000000000000100	00000000	00000000001000	00000000000000
00100000000000000000	00000000000001	000100000	00000000000000000	000000000000000	0000001000	00000000000000000	00000000	00000000000000	00000000000000
10000000000000000000	01000000000000	000010000	00000000000000010	000010010000000	0000000000	00100000000000000	00000100	00000000000000	10000000000000
00000000000000000001	00000100001100	000000000	00000000000000000	000000000000000	0000000000	00000010000000000	00001010	00000100000000	00001000000100
