000000000000000000	00000000000	000000000000	00100000000000	0001000000000000	0000000000000000	00000010000	0000000000000000
000000000000000000	00000000000	000000000000	00000000000000	1000000000000000	0000000000000000	00000000000	0000000001000000
000000000000000010	00000000000	000000000000	00000000000000	0000000000000000	0000000010000000	00010000000	0000000000100000
000000000000000000	00100000000	000000000000	00000000000000	0000000000000000	0000000000000000	00000000000	0000000000000000
000000000100000000	00000000010	000000000000	00000000000000	0000000000000000	0000001000000000	00000000000	0000000000000000
000000000000000000	00000000000	000000100000	00000000001001	1000000000000000	0100000000000000	00000000000	0000000000000000
000000000000000000	00000000000	000000000000	00100000000000	0001000000000000	0000000000000000	00000010000	0000000000001000
000000000000000000	00000100000	001000000000	00000000000000	0000000010000000	0000000000000000	00000000000	0000000000000000
000000000100000000	00000000010	000000000000	00000000000000	0000000000000000	0000000000000000	00000000000	0000000000000000
000000000000000000	00000000000	010000000000	00100000000000	0001100000000000	0000000000000000	00000010000	0000000000000000
000000000000000000	00000000000	000000000000	00000000000000	0000000000000000	0000000000000000	00000000000	0000000000000000
000001100000000000	00000000000	000000001000	00000000000000	0000000001000000	0000000000000001	00000100000	0000000000000000
000000000000000000	00000000000	000000000000	00100000000000	0001000000000000	0000000000000000	00000010000	0000000000001000
000000000000000000	00000000000	000000000000	00100000000000	0001000000000000	0000000000000100	00000010000	0000000000000000
000001000000000000	00000000000	100000001000	00000000000000	0000000000000000	0000000000000001	00000100000	0000000000000000
000001100000000000	00000000000	000000001000	00000000000000	0000000001000000	0000000000000001	00000100000	0000000000000000
000001100000000001	00000000000	000000001000	00000000000000	0000000001000000	0000000000000001	00000100000	0000000000000001
000000000000000000	00001100000	001000000000	00000000000000	0000000010000000	0000000000000000	00000000000	0000000000000000
000000000000000000	00000000000	000000000000	00000000000000	1000000000000000	0000000000000000	00000000000	0000010001000000
000000000000000000	00000010000	000000000000	00010100000000	0000001100100000	0000000000000000	00000000000	0000000000000000
000000000000000000	00000000100	000000000000	00100000000000	0001000000000000	0000000000000000	00000010000	0000000000000000
000000000000110000	00000000000	000010000000	00000000000000	0100000000000000	0000000000000000	00000000000	0000000000000000
000000000000000000	00000000000	000000000000	00100000000000	0001000000001000	0000000000000000	00000010000	0000000000000000
000000000000000100	00100000000	000000000000	00000000000000	0000000000000000	0000000000000000	00000000000	0000000000000000
000000000000000000	00000000000	000000000000	00100000000000	0001000000001000	0000000000000000	00000010000	0000000000000000
000000000000000000	00000000000	000000000000	00001000000010	0000010000000000	0000000001000000	00000000000	0000000000000000
000001100000000001	00000000000	000000001000	00000000000000	0000000001000000	0000000000000001	00000100000	0000000000000001
000000000000000010	00000000000	000000000000	00000000000000	0000000000000000	0000000010000000	00000000000	0000000000100000
000001000000000000	00000000000	000000001000	00000000000000	0000000000000000	0000000000000001	00000100000	0000000000000000
000000000000000000	00000000010	000000000000	00000000000000	0000000000000000	0000000000000000	00000000000	0000000000000000
000000000000000000	00000000000	000000000000	00100000000000	0001000000000000	0000000000000000	00000010000	0000000000001000
000000000000000000	00000000000	000000000000	00100000000000	0001000000000000	0000000000000000	00000010000	0000000000000000
000000000010000000	00000000000	000000000000	00000000100000	0000000000000000	0000000000000000	00000000100	0000000010000000
000100000000000000	00000000000	000000000001	00100000000000	0001000000000000	0000000000000000	00000010000	0000000000000000
000000000000000000	00000000000	000000000000	00000000000000	0000000000000000	0000000000000000	00000000000	0000000000000000
000000000000000000	00000000000	000000000000	00000000000000	0000000000000000	0000000000100000	00000000000	0000000000000000
000001000000000000	00000000000	000000001000	00000000000000	0000000000000000	0000100000000001	00000100000	0000100000000000
010000000000000000	00000000000	000000000000	00000000000000	1000000000000000	0000000000000000	00000000000	0000000001000000
000000000000000000	00000000000	000000000000	00000000000000	0000000000000000	0000000000000000	00000000000	0000000000000000
000000000000000000	00000000000	000000000000	00000000000000	0000000000000000	0000000000000000	00000000000	0000000000000000
000001000000000000	00000000000	000000001000	00000000000000	0000000000000000	0000000000000001	00001100000	0001000000000000
000000000000000000	00000000000	000000000000	00000000000000	0000000000000000	0000000000000000	00000000000	0000000000000000
000001000000000000	00000000001	000000001000	00000000000000	0000000000000000	0000000000010001	00000100000	1000000000000000
000000000000000010	00000000000	000000000000	00000000000000	0000000000000000	0000000010000000	00000000000	0000000000100000
000000000000000010	00000000000	000000000000	00000000000000	0000000000000000	0000000010000000	00000000000	0000000000100000
000100000000000000	00000000000	000000000000	00100000000000	0001000000000000	0000000000000000	00000010000	0000000000000000
000001100000000000	00000000000	000000001000	00000000000000	0000000001000000	0000000000000001	00000100000	0000000000000000
000000000000000000	00000100000	001000000000	00000010000000	0000000010000000	0000000000000000	00000000000	0000000000000000
100000000000000000	00000000000	000001000000	00000000000000	0000000000010100	0001000000000000	00000000000	0000000000000000
000001100000000001	00000000000	000000001000	00000000000000	0000000001000000	0000000000000001	00000100000	0000000000000000
000000000000000000	00000000000	000000000000	00000000000000	0000000000000000	0000000000000000	00000000000	0000000000010000
000000000000000000	00000000000	000000000000	00000000000000	1000000000000000	0000000000000000	00000000000	0000000001000000
000000000000000010	00000000000	000000000000	00000000000000	0000000000000000	0000000010000000	00000000000	0000000000100000
000001000000000000	00000001000	000000001000	00000000000000	0000000000000000	0000000000000001	00000100000	0000000000000000
000001100000000000	00000000000	000000001000	00000000000000	0000000001000000	0000000000000001	00000100000	0000000000000000
000000000000000000	00000000000	000000000000	00100000000000	0001000000000000	0000000000000000	00000010000	0000000000000000
000000000010000000	00000000000	000000000000	00000000100000	0000000000000000	0000000000000000	00000000100	0000000010000000
100000000000000000	00000000000	000001000000	00000000000000	0000000000010100	0001000000000000	00000000000	0000000000000000
000000000000000000	01000000000	000000000000	00100000000000	0001000000000000	0000000000000000	00000010000	0000000000000000
000001000000000000	00000000000	000000001000	00000000000000	0000000000000000	0000000000000001	00001100000	0001000000000000
000000000000000000	00000000000	000000000000	00100000000000	0001000000000000	0000000000000000	00000010000	0000000000000000
000000000000000000	00000000000	000000000000	00000000000000	1000000000000000	0000000000000000	00000000000	0000001001000000
000000000000000000	00000000000	000000000000	00000000000000	0000000000000000	0000000000000000	00000000000	0000000000000000
000000000000000010	00000000000	000000000000	00000000000000	0000000000000000	0000000010000000	00010000000	0000000000100000
000000000000000000	00000000000	000000000000	00001000000010	0000010000000000	0000000001000000	00000000000	0000000000000000
000000000000000000	00100000000	000000000000	00000000000000	0000000000000000	0000000000000000	01000000000	0000000000000000
000000000000000000	00000000000	000000000000	00100000000000	0001000000000000	0000000000000000	00000010000	0000000000000000
000000000000000000	00000000000	000100000000	00100000000000	0001000000000000	0000000000000000	00000010000	0000000000000000
000000000000000000	00000000000	000000000000	00100000000000	0001000000001000	0000000000000000	00000010000	0000000000000000
000000000000000000	00000000000	000000000000	00000000000000	0000000000000000	0000000000000000	00000000000	0000000000000000
000000011000000000	00000000000	000000000000	00000000000000	0000000000000010	1010000000000000	00100000001	0100000100000000
