Acceptancenum	Simnum	Time	T0	T1	TMRCA	Variance	epsilonV	Heterozygosis	epsilonH	Numberofconfig	epsilonC	SASHloc	SH	MASH	SASH	SHchanges	SHdist	HBC	Simnum	Alpha
1	321	0.053480	0.001565	46.314312	0.054413	0.332617	-0.019450	0.422760	0.049685	48	-0.090909	0.089729	0.757475	0.718346	0.138927	0.760417	0.276079	0.200000	321	0.100000
2	468	0.046863	0.007964	29.808378	0.057105	0.295846	0.093251	0.416630	0.063464	42	0.045455	0.061081	0.740036	0.685562	0.173240	0.794521	0.137614	0.288136	468	0.100000
3	684	0.089865	0.002511	39.577408	0.090446	0.353259	-0.082714	0.438420	0.014483	43	0.022727	0.093639	0.825429	0.816495	0.048689	0.795455	0.217783	0.173077	684	0.100000
4	835	0.134071	0.004512	26.641003	0.137363	0.335466	-0.028181	0.474408	-0.066414	43	0.022727	0.221060	0.864504	0.833852	0.184491	0.784810	0.390433	0.122449	835	0.100000
5	934	0.080854	0.000933	25.060335	0.083653	0.302043	0.074258	0.412976	0.071677	42	0.045455	0.114841	0.869815	0.827515	0.245239	0.746269	0.282763	0.125000	934	0.100000
6	1624	0.040118	0.002824	48.819466	0.044064	0.321998	0.013096	0.452216	-0.016528	45	-0.022727	0.107582	0.837288	0.743341	0.366040	0.819149	0.206683	0.237288	1624	0.100000
7	1897	0.132674	0.007802	26.360676	0.137239	0.307912	0.056271	0.456958	-0.027189	44	0.000000	0.189909	0.927541	0.864380	0.465720	0.817204	0.316673	0.228070	1897	0.100000
8	4420	0.042071	0.002905	49.326866	0.043934	0.311551	0.045117	0.427428	0.039191	42	0.045455	0.084475	0.910537	0.833797	0.461723	0.829545	0.185074	0.333333	4420	0.100000
9	5573	0.075281	0.003099	33.538815	0.081030	0.339679	-0.041094	0.421373	0.052803	46	-0.045455	0.115475	0.818956	0.768370	0.218392	0.804878	0.279707	0.163636	5573	0.100000
10	6103	0.072551	0.003084	32.172779	0.075198	0.328427	-0.006605	0.447204	-0.005263	43	0.022727	0.171538	0.825516	0.720919	0.374791	0.786667	0.380763	0.156863	6103	0.100000
11	9360	0.051925	0.009028	52.862705	0.055446	0.313236	0.039952	0.419121	0.057865	44	0.000000	0.100471	0.881169	0.811686	0.368973	0.820000	0.281738	0.266667	9360	0.100000
12	10369	0.041254	0.001375	43.792797	0.042737	0.334638	-0.025644	0.418271	0.059776	48	-0.090909	0.092015	0.838540	0.803161	0.179735	0.762500	0.225641	0.157895	10369	0.100000
13	11638	0.095896	0.001596	29.810053	0.097486	0.344340	-0.055379	0.474721	-0.067118	45	-0.022727	0.159669	0.853612	0.812167	0.220649	0.813954	0.257037	0.196429	11638	0.100000
14	13172	0.062210	0.002184	36.652599	0.064012	0.321245	0.015405	0.432961	0.026753	45	-0.022727	0.189815	0.857467	0.723105	0.485247	0.800000	0.369391	0.224138	13172	0.100000
15	14327	0.040431	0.005928	37.332188	0.046569	0.317457	0.027015	0.443759	0.002481	48	-0.090909	0.108003	0.880359	0.843201	0.236981	0.795181	0.223413	0.200000	14327	0.100000
16	15062	0.046100	0.001230	38.086391	0.047331	0.341648	-0.047128	0.418077	0.060212	48	-0.090909	0.142490	0.888395	0.825701	0.359692	0.797872	0.242689	0.261538	15062	0.100000
17	15410	0.056549	0.008076	37.338150	0.070273	0.331298	-0.015405	0.434259	0.023837	46	-0.045455	0.120397	0.790072	0.713084	0.268329	0.771084	0.244403	0.178571	15410	0.100000
18	17313	0.109103	0.000178	35.368557	0.109382	0.309262	0.052134	0.430650	0.031950	40	0.090909	0.225872	0.841094	0.727796	0.416226	0.815217	0.456512	0.259259	17313	0.100000
19	19777	0.033448	0.009811	44.519974	0.038846	0.305817	0.062693	0.403386	0.093234	46	-0.045455	0.052346	0.640553	0.591244	0.120632	0.827586	0.135439	0.220339	19777	0.100000
20	21332	0.040044	0.004887	41.970634	0.043331	0.355265	-0.088863	0.434035	0.024340	48	-0.090909	0.120761	0.900360	0.828732	0.418223	0.797872	0.227590	0.294118	21332	0.100000
21	21520	0.081794	0.000008	31.196140	0.081796	0.299381	0.082417	0.430068	0.033257	43	0.022727	0.077911	0.855971	0.834225	0.131182	0.788732	0.172824	0.173077	21520	0.100000
22	22971	0.116577	0.007049	25.911083	0.120620	0.358479	-0.098713	0.480105	-0.079221	41	0.068182	0.152206	0.760850	0.735081	0.097270	0.735294	0.279978	0.108696	22971	0.100000
23	23655	0.003705	0.008326	162.673050	0.011534	0.306659	0.060110	0.417793	0.060849	46	-0.045455	0.080151	0.744193	0.645637	0.278122	0.750000	0.165899	0.192982	23655	0.100000
24	24418	0.102254	0.001246	25.798637	0.103981	0.322125	0.012708	0.429546	0.034431	43	0.022727	0.145547	0.807861	0.725436	0.300201	0.767123	0.323661	0.173077	24418	0.100000
25	26044	0.069222	0.000974	31.756413	0.070300	0.324892	0.004228	0.445191	-0.000737	42	0.045455	0.127512	0.884405	0.851618	0.220962	0.760563	0.271431	0.236364	26044	0.100000
26	28471	0.097489	0.005726	29.023176	0.098946	0.340254	-0.042854	0.456735	-0.026686	42	0.045455	0.241481	0.832484	0.756650	0.311627	0.776119	0.405896	0.207547	28471	0.100000
27	28628	0.097918	0.003851	22.485872	0.099071	0.320060	0.019039	0.451947	-0.015925	42	0.045455	0.099527	0.853215	0.801607	0.260127	0.768116	0.244813	0.176471	28628	0.100000
28	30380	0.304337	0.007888	23.165216	0.305001	0.343639	-0.053231	0.469784	-0.056021	41	0.068182	0.329949	0.796858	0.735602	0.231682	0.794521	0.511066	0.127660	30380	0.100000
29	30988	0.060169	0.004805	33.585857	0.062562	0.317875	0.025735	0.416541	0.063665	48	-0.090909	0.140899	0.867681	0.762564	0.442717	0.800000	0.327663	0.200000	30988	0.100000
30	33162	0.074698	0.003199	34.809162	0.076229	0.333572	-0.022376	0.461358	-0.037079	47	-0.068182	0.151763	0.904435	0.873387	0.245222	0.783133	0.269904	0.189655	33162	0.100000
31	34021	0.181963	0.008750	19.364004	0.190682	0.348762	-0.068932	0.456481	-0.026116	42	0.045455	0.260202	0.837416	0.777283	0.270000	0.704918	0.380054	0.066667	34021	0.100000
32	35478	0.043870	0.005124	46.233711	0.046650	0.320492	0.017713	0.442223	0.005934	43	0.022727	0.107466	0.868977	0.807279	0.320143	0.833333	0.272388	0.306452	35478	0.100000
33	35611	0.032122	0.007241	53.487309	0.037353	0.321007	0.016136	0.401104	0.098364	46	-0.045455	0.087648	0.861588	0.751894	0.442124	0.813725	0.236096	0.313433	35611	0.100000
34	35627	0.047175	0.003969	45.299629	0.053084	0.325481	0.002423	0.414035	0.069297	43	0.022727	0.127821	0.866696	0.759879	0.444846	0.818182	0.269297	0.306452	35627	0.100000
35	36833	0.076326	0.009920	25.621813	0.082029	0.333475	-0.022078	0.403893	0.092094	41	0.068182	0.148843	0.847351	0.772523	0.328948	0.739130	0.345481	0.163265	36833	0.100000
36	37002	0.114763	0.002666	32.707111	0.116710	0.355846	-0.090645	0.456063	-0.025178	46	-0.045455	0.148793	0.782760	0.741405	0.159923	0.750000	0.260563	0.115385	37002	0.100000
37	37071	0.207465	0.005537	18.218773	0.209532	0.343132	-0.051677	0.481492	-0.082338	41	0.068182	0.263644	0.801802	0.781664	0.092233	0.805195	0.400953	0.145833	37071	0.100000
38	37698	0.043901	0.001846	45.891479	0.044758	0.298255	0.085868	0.406503	0.086227	48	-0.090909	0.190421	0.893962	0.791408	0.491650	0.807692	0.344255	0.272727	37698	0.100000
39	41052	0.036661	0.002786	59.047020	0.037713	0.324914	0.004160	0.443953	0.002045	48	-0.090909	0.103184	0.872340	0.798298	0.367088	0.824742	0.274323	0.294118	41052	0.100000
40	41913	0.067054	0.005483	28.975222	0.068805	0.331193	-0.015085	0.421716	0.052032	46	-0.045455	0.102955	0.892529	0.868283	0.184079	0.746667	0.275958	0.178571	41913	0.100000
41	42393	0.144588	0.009390	20.396030	0.147283	0.341148	-0.045597	0.488263	-0.097559	43	0.022727	0.209072	0.859213	0.828986	0.176755	0.772727	0.320013	0.140000	42393	0.100000
42	42507	0.056684	0.007258	26.465023	0.063471	0.335921	-0.029575	0.465564	-0.046533	41	0.068182	0.088766	0.759384	0.681424	0.244713	0.723077	0.174080	0.180000	42507	0.100000
43	43205	0.030625	0.008907	49.738190	0.032699	0.309739	0.050671	0.449963	-0.011466	46	-0.045455	0.107721	0.892811	0.840919	0.326202	0.831325	0.188165	0.269841	43205	0.100000
44	43561	0.107397	0.003895	21.854530	0.109437	0.315794	0.032112	0.444505	0.000805	46	-0.045455	0.176037	0.852459	0.755871	0.395644	0.780488	0.307430	0.220339	43561	0.100000
45	43826	0.004619	0.006714	179.580063	0.020382	0.314161	0.037118	0.416988	0.062659	48	-0.090909	0.141984	0.709727	0.674747	0.107548	0.793103	0.456438	0.272727	43826	0.100000
46	45629	0.065567	0.000090	32.259361	0.065737	0.304549	0.066578	0.413006	0.071610	45	-0.022727	0.172042	0.845894	0.706995	0.474049	0.768293	0.378149	0.196429	45629	0.100000
47	46101	0.083314	0.001503	38.027843	0.083891	0.355302	-0.088977	0.475690	-0.069297	46	-0.045455	0.236371	0.844947	0.795108	0.243245	0.829545	0.365516	0.220339	46101	0.100000
48	47179	0.033708	0.006255	54.839031	0.038902	0.341991	-0.048179	0.458047	-0.029636	47	-0.068182	0.101351	0.793031	0.766899	0.112108	0.821053	0.175073	0.298507	47179	0.100000
49	47257	0.073860	0.006141	30.184183	0.076186	0.333475	-0.022078	0.451649	-0.015254	44	0.000000	0.143356	0.837266	0.728614	0.400362	0.783133	0.263210	0.200000	47257	0.100000
50	48891	0.060329	0.002263	52.171307	0.061975	0.328740	-0.007565	0.411873	0.074158	42	0.045455	0.182811	0.857538	0.741121	0.449695	0.777778	0.427706	0.192308	48891	0.100000
51	49235	0.094218	0.008245	28.770754	0.097528	0.352655	-0.080863	0.479687	-0.078282	40	0.090909	0.184134	0.793300	0.788732	0.021623	0.791045	0.286132	0.111111	49235	0.100000
52	51007	0.091742	0.002344	22.857647	0.092227	0.356875	-0.093799	0.410083	0.078181	40	0.090909	0.128992	0.818415	0.731475	0.323771	0.701493	0.267815	0.090909	51007	0.100000
53	51527	0.080700	0.000566	27.693027	0.081313	0.346853	-0.063081	0.444490	0.000838	40	0.090909	0.122173	0.852170	0.814353	0.203704	0.750000	0.302464	0.183673	51527	0.100000
54	52080	0.149248	0.007007	15.722164	0.151993	0.318270	0.024524	0.436496	0.018808	43	0.022727	0.130156	0.853919	0.809192	0.234409	0.737705	0.247584	0.104167	52080	0.100000
55	53572	0.051339	0.001076	40.394764	0.051876	0.341394	-0.046351	0.446876	-0.004526	48	-0.090909	0.136807	0.873796	0.798169	0.374702	0.809524	0.268716	0.238095	53572	0.100000
56	54745	0.062928	0.009720	35.412239	0.068118	0.328546	-0.006971	0.448189	-0.007476	44	0.000000	0.139739	0.771706	0.743105	0.111334	0.776471	0.279669	0.137255	54745	0.100000
57	55511	0.045717	0.003265	49.070576	0.047658	0.310962	0.046923	0.412872	0.071912	41	0.068182	0.166436	0.868234	0.707187	0.550000	0.823529	0.359141	0.349206	55511	0.100000
58	56353	0.028265	0.006595	74.779495	0.035258	0.314832	0.035060	0.437421	0.016729	48	-0.090909	0.121932	0.908604	0.846027	0.406415	0.840708	0.268827	0.283582	56353	0.100000
59	56817	0.038517	0.002354	50.432705	0.040006	0.305019	0.065138	0.439270	0.012572	46	-0.045455	0.092351	0.869912	0.827528	0.245744	0.813187	0.199299	0.245902	56817	0.100000
60	57177	0.112495	0.006490	20.306728	0.115198	0.355399	-0.089274	0.437465	0.016629	42	0.045455	0.059793	0.754501	0.740589	0.053628	0.725806	0.132852	0.106383	57177	0.100000
61	57716	0.059919	0.002071	40.045322	0.061851	0.334870	-0.026352	0.451082	-0.013980	47	-0.068182	0.166134	0.901249	0.861436	0.287322	0.780488	0.316870	0.189655	57716	0.100000
62	57890	0.038542	0.005104	36.559559	0.047472	0.310567	0.048134	0.426399	0.041504	46	-0.045455	0.107431	0.758752	0.697729	0.201879	0.800000	0.247464	0.245902	57890	0.100000
63	58328	0.049412	0.009333	44.420643	0.070017	0.342841	-0.050785	0.470873	-0.058468	46	-0.045455	0.131682	0.885965	0.837406	0.298652	0.814433	0.263637	0.245902	58328	0.100000
64	58645	0.081079	0.006177	23.385811	0.083993	0.312148	0.043288	0.459956	-0.033928	42	0.045455	0.188719	0.828853	0.799318	0.147170	0.794118	0.330851	0.176471	58645	0.100000
65	58996	0.005428	0.003892	127.175964	0.009792	0.294952	0.095993	0.428383	0.037046	48	-0.090909	0.080589	0.570317	0.517510	0.109447	0.806818	0.174526	0.294118	58996	0.100000
66	59139	0.033019	0.003769	40.261696	0.036113	0.316950	0.028569	0.449576	-0.010594	46	-0.045455	0.091829	0.893301	0.850138	0.288018	0.800000	0.180176	0.206897	59139	0.100000
67	61582	0.093397	0.005808	25.002670	0.097648	0.328374	-0.006445	0.437674	0.016159	45	-0.022727	0.080158	0.915815	0.841551	0.468690	0.792208	0.187496	0.210526	61582	0.100000
68	62058	0.052218	0.009086	47.181328	0.065766	0.321193	0.015565	0.444490	0.000838	45	-0.022727	0.112695	0.876743	0.814215	0.336559	0.837209	0.262944	0.210526	62058	0.100000
69	63772	0.059570	0.008272	28.962729	0.069398	0.330507	-0.012982	0.422879	0.049416	46	-0.045455	0.073724	0.869234	0.813988	0.297001	0.760000	0.167488	0.220339	63772	0.100000
70	64950	0.033741	0.002961	53.681778	0.039650	0.293937	0.099102	0.420627	0.054479	47	-0.068182	0.090209	0.849113	0.782175	0.307301	0.780220	0.202871	0.253968	64950	0.100000
71	64975	0.061845	0.004737	40.302418	0.065823	0.346607	-0.062327	0.467607	-0.051126	48	-0.090909	0.154112	0.789377	0.750916	0.154412	0.788235	0.251065	0.142857	64975	0.100000
72	65335	0.051771	0.006116	34.698559	0.066524	0.297591	0.087903	0.448711	-0.008649	45	-0.022727	0.122399	0.838696	0.781541	0.261628	0.759494	0.252298	0.210526	65335	0.100000
73	65631	0.051674	0.001973	39.231525	0.052984	0.307196	0.058465	0.430515	0.032252	40	0.090909	0.108516	0.893282	0.833800	0.357894	0.807229	0.234096	0.322034	65631	0.100000
74	67290	0.075122	0.008850	34.293411	0.092888	0.344646	-0.056316	0.467204	-0.050221	45	-0.022727	0.154688	0.891673	0.848111	0.286802	0.784091	0.280658	0.196429	67290	0.100000
75	67830	0.099674	0.003152	15.393329	0.105587	0.340432	-0.043403	0.422730	0.049752	40	0.090909	0.041227	0.724849	0.703722	0.071307	0.653061	0.156019	0.069767	67830	0.100000
76	68062	0.085688	0.006214	37.044804	0.089296	0.308382	0.054830	0.416302	0.064201	45	-0.022727	0.144010	0.894203	0.811107	0.439912	0.771084	0.321790	0.250000	68062	0.100000
77	68327	0.037290	0.007917	48.826035	0.044399	0.326943	-0.002057	0.447458	-0.005833	47	-0.068182	0.122486	0.856774	0.799140	0.286939	0.815217	0.286473	0.216667	68327	0.100000
78	69588	0.085413	0.004500	30.902252	0.087429	0.325556	0.002194	0.426951	0.040264	42	0.045455	0.281155	0.821260	0.767746	0.230408	0.800000	0.463415	0.160000	69588	0.100000
79	69641	0.211426	0.007433	15.499836	0.220137	0.355876	-0.090737	0.468994	-0.054244	41	0.068182	0.088738	0.815309	0.809969	0.028102	0.719298	0.191698	0.088889	69641	0.100000
80	70098	0.098969	0.004956	33.500984	0.101766	0.331559	-0.016205	0.460254	-0.034598	40	0.090909	0.202619	0.878953	0.804434	0.381042	0.810811	0.351783	0.200000	70098	0.100000
81	71651	0.098473	0.007344	37.323826	0.102540	0.351737	-0.078052	0.452186	-0.016461	47	-0.068182	0.128872	0.899806	0.846154	0.348741	0.760000	0.276098	0.203390	71651	0.100000
82	72047	0.030298	0.007382	55.635315	0.040688	0.329881	-0.011062	0.432588	0.027592	46	-0.045455	0.079350	0.837283	0.760711	0.320000	0.800000	0.177142	0.303030	72047	0.100000
83	72531	0.048317	0.002334	51.046516	0.049790	0.322834	0.010536	0.430814	0.031581	48	-0.090909	0.164641	0.776457	0.673405	0.315535	0.825243	0.382598	0.127273	72531	0.100000
84	75090	0.071459	0.004195	31.352222	0.073519	0.326517	-0.000754	0.411887	0.074125	48	-0.090909	0.076516	0.882836	0.781236	0.464426	0.812500	0.188183	0.261538	75090	0.100000
85	75367	0.127223	0.006136	17.297640	0.129849	0.297375	0.088565	0.413468	0.070571	40	0.090909	0.108757	0.871602	0.832706	0.232499	0.742424	0.291248	0.200000	75367	0.100000
86	79492	0.044745	0.006926	39.034893	0.051070	0.333960	-0.023564	0.408562	0.081601	41	0.068182	0.121075	0.858052	0.797378	0.299445	0.779070	0.289376	0.254545	79492	0.100000
87	79783	0.041230	0.007670	37.514885	0.046472	0.329374	-0.009508	0.415004	0.067118	47	-0.068182	0.080113	0.766129	0.680740	0.267460	0.802326	0.218833	0.276923	79783	0.100000
88	80217	0.082374	0.000698	39.101654	0.083064	0.332356	-0.018650	0.470992	-0.058736	44	0.000000	0.124720	0.846987	0.779502	0.306057	0.820225	0.312419	0.200000	80217	0.100000
89	81196	0.049544	0.009376	36.964737	0.059881	0.327912	-0.005028	0.458107	-0.029771	45	-0.022727	0.108903	0.841663	0.812705	0.154613	0.767123	0.211365	0.181818	81196	0.100000
90	81631	0.095802	0.003915	21.839418	0.097127	0.343468	-0.052705	0.440717	0.009320	44	0.000000	0.093489	0.844534	0.827509	0.098701	0.760563	0.304007	0.083333	81631	0.100000
91	82888	0.092546	0.005088	24.269850	0.099846	0.332483	-0.019039	0.458211	-0.030005	40	0.090909	0.112395	0.801747	0.766046	0.152599	0.738461	0.179733	0.183673	82888	0.100000
92	82912	0.074136	0.004062	27.174341	0.076536	0.333714	-0.022810	0.404177	0.091457	44	0.000000	0.128849	0.870362	0.799651	0.352941	0.775281	0.272966	0.214286	82912	0.100000
93	82989	0.075785	0.000297	29.176628	0.075973	0.356652	-0.093114	0.412484	0.072784	41	0.068182	0.243748	0.893148	0.743475	0.583465	0.761905	0.424239	0.280702	82989	0.100000
94	83198	0.214540	0.007063	27.695024	0.216268	0.350246	-0.073481	0.455556	-0.024038	43	0.022727	0.277140	0.834998	0.737043	0.372513	0.786517	0.516302	0.188679	83198	0.100000
95	84910	0.046367	0.000373	44.434582	0.047262	0.306324	0.061139	0.401701	0.097023	41	0.068182	0.098393	0.796689	0.765902	0.131515	0.826087	0.320088	0.293103	84910	0.100000
96	87285	0.095524	0.003038	23.223722	0.097366	0.309463	0.051516	0.427771	0.038420	44	0.000000	0.127205	0.836143	0.778558	0.260043	0.756757	0.262132	0.214286	87285	0.100000
97	87831	0.042878	0.002707	51.686859	0.045674	0.325809	0.001417	0.405668	0.088105	46	-0.045455	0.073692	0.791173	0.697998	0.308525	0.797872	0.174371	0.220339	87831	0.100000
98	90377	0.038061	0.000344	51.973099	0.038223	0.332550	-0.019244	0.411932	0.074024	48	-0.090909	0.077322	0.808260	0.761554	0.195876	0.814433	0.206893	0.272727	90377	0.100000
99	90557	0.095728	0.009219	30.796820	0.101523	0.317942	0.025530	0.431336	0.030408	43	0.022727	0.140674	0.799916	0.750846	0.196944	0.822222	0.316452	0.232143	90557	0.100000
100	91198	0.062499	0.009837	37.469704	0.065531	0.297360	0.088611	0.425474	0.043583	45	-0.022727	0.088136	0.906006	0.858258	0.336864	0.807229	0.199322	0.250000	91198	0.100000
101	91219	0.047298	0.003604	44.451904	0.048833	0.331298	-0.015405	0.422342	0.050623	48	-0.090909	0.076655	0.855045	0.803247	0.263262	0.791667	0.159994	0.200000	91219	0.100000
102	92145	0.045592	0.003810	42.217846	0.046260	0.351812	-0.078280	0.452648	-0.017500	40	0.090909	0.128116	0.802157	0.755274	0.191571	0.792208	0.245178	0.215686	92145	0.100000
103	92810	0.007903	0.004658	101.764023	0.019808	0.298039	0.086531	0.409978	0.078416	46	-0.045455	0.081709	0.783064	0.727109	0.205044	0.795181	0.158585	0.303030	92810	0.100000
104	93022	0.077074	0.008886	29.563061	0.098026	0.320410	0.017964	0.452618	-0.017433	42	0.045455	0.133978	0.817239	0.794349	0.111305	0.780822	0.238081	0.192308	93022	0.100000
105	94306	0.109226	0.008034	28.152609	0.115924	0.347256	-0.064316	0.408651	0.081400	42	0.045455	0.191237	0.812467	0.721320	0.327068	0.730769	0.382615	0.176471	94306	0.100000
