Acceptancenum	Simnum	Time	T0	T1	TMRCA	Variance	epsilonV	Heterozygosis	epsilonH	Numberofconfig	epsilonC	SASHloc	SH	MASH	SASH	SHchanges	SHdist	HBC	Simnum	Alpha
1	253	0.373020	0.003385	42.745441	0.344950	0.663065	-0.095118	0.594959	-0.086324	48	0.020408	0.489685	0.799492	0.763452	0.152359	0.826772	0.670820	0.172414	253	0.100000
2	1662	0.714036	0.007627	26.461578	0.582488	0.576943	0.047122	0.560537	-0.023474	49	0.000000	0.366909	0.863268	0.852311	0.074193	0.781513	0.513325	0.057692	1662	0.100000
3	2263	0.880992	0.003242	29.887188	0.881234	0.661350	-0.092285	0.590515	-0.078209	48	0.020408	0.412200	0.756649	0.699468	0.190267	0.835938	0.686333	0.111111	2263	0.100000
4	2980	0.306966	0.006287	39.709084	0.308265	0.573139	0.053403	0.510098	0.068624	45	0.081633	0.492021	0.814561	0.767452	0.202579	0.823077	0.653190	0.150943	2980	0.100000
5	3145	0.128690	0.005727	37.041264	0.133130	0.593184	0.020297	0.580299	-0.059555	50	-0.020408	0.398052	0.824957	0.785673	0.183289	0.798077	0.437902	0.107143	3145	0.100000
6	3319	0.403790	0.004785	20.853748	0.404209	0.665675	-0.099428	0.584803	-0.067779	46	0.061224	0.371495	0.807601	0.766033	0.177666	0.747126	0.454867	0.041667	3319	0.100000
7	3576	0.094755	0.007090	42.517632	0.097763	0.592103	0.022083	0.555765	-0.014759	52	-0.061224	0.185758	0.781757	0.764410	0.073635	0.796296	0.284954	0.133333	3576	0.100000
8	3756	0.501094	0.007997	37.216152	0.504131	0.551260	0.089539	0.537853	0.017946	51	-0.040816	0.272340	0.880435	0.861111	0.139130	0.841270	0.548939	0.105263	3756	0.100000
9	3838	0.139333	0.001194	32.943043	0.139880	0.621842	-0.027034	0.536048	0.021241	45	0.081633	0.307188	0.847039	0.815987	0.168748	0.773810	0.431785	0.081633	3838	0.100000
10	4716	0.219400	0.009864	30.346769	0.227620	0.639829	-0.056741	0.565280	-0.032133	46	0.061224	0.345495	0.815966	0.763862	0.220649	0.800000	0.481049	0.192982	4716	0.100000
11	4740	0.114462	0.002298	33.018391	0.118594	0.652282	-0.077309	0.579374	-0.057867	48	0.020408	0.241401	0.788991	0.773700	0.067568	0.784314	0.352435	0.076923	4740	0.100000
12	5337	0.756024	0.009703	22.367889	0.756241	0.572043	0.055214	0.555825	-0.014868	45	0.081633	0.459853	0.857807	0.783350	0.343674	0.842105	0.566592	0.166667	5337	0.100000
13	5478	0.079602	0.002105	43.365932	0.081748	0.561954	0.071877	0.525907	0.039758	53	-0.081633	0.275978	0.864714	0.796062	0.336632	0.844262	0.346566	0.220588	5478	0.100000
14	5834	0.148288	0.004913	37.914246	0.149675	0.551454	0.089219	0.571663	-0.043788	45	0.081633	0.450673	0.862373	0.836789	0.156755	0.813084	0.532828	0.166667	5834	0.100000
15	5926	0.150944	0.001807	33.213383	0.151961	0.658412	-0.087432	0.537793	0.018054	49	0.000000	0.537044	0.804501	0.684248	0.380846	0.796296	0.535741	0.125000	5926	0.100000
16	6002	0.116464	0.003442	42.491348	0.117153	0.620604	-0.024989	0.593319	-0.083329	52	-0.061224	0.400347	0.841194	0.825075	0.092149	0.824561	0.476291	0.087719	6002	0.100000
17	7123	0.709874	0.004152	27.521626	0.710188	0.642685	-0.061458	0.581492	-0.061734	47	0.040816	0.311220	0.820556	0.816539	0.021897	0.790210	0.499254	0.040816	7123	0.100000
18	7848	0.096058	0.001831	36.646641	0.097781	0.633609	-0.046469	0.590008	-0.077283	47	0.040816	0.219542	0.820153	0.774235	0.203390	0.750000	0.258495	0.160714	7848	0.100000
19	7902	0.066992	0.005054	53.591991	0.071579	0.573505	0.052800	0.506563	0.075077	52	-0.061224	0.138525	0.841933	0.820356	0.120107	0.787037	0.247297	0.147541	7902	0.100000
20	8047	0.199976	0.009672	30.006100	0.204022	0.610477	-0.008264	0.582894	-0.064294	48	0.020408	0.381868	0.780060	0.772810	0.031915	0.778846	0.469729	0.076923	8047	0.100000
21	9625	0.110601	0.005763	33.470924	0.116111	0.603274	0.003633	0.591470	-0.079952	50	-0.020408	0.269711	0.878366	0.867594	0.081357	0.776596	0.363823	0.122807	9625	0.100000
22	9674	0.687715	0.004783	24.858727	0.694604	0.625101	-0.032416	0.559001	-0.020669	46	0.061224	0.274269	0.775428	0.768571	0.029628	0.814159	0.616364	0.061224	9674	0.100000
23	9858	0.113224	0.009264	33.074223	0.118520	0.559448	0.076016	0.582297	-0.063204	51	-0.040816	0.323526	0.829967	0.803257	0.135761	0.797980	0.369876	0.089286	9858	0.100000
24	10599	0.174106	0.006967	29.715714	0.176538	0.650037	-0.073601	0.602327	-0.099776	52	-0.061224	0.362895	0.831410	0.817307	0.077195	0.785714	0.385019	0.054545	10599	0.100000
25	10616	0.269213	0.009191	29.835155	0.276609	0.609769	-0.007094	0.578852	-0.056914	47	0.040816	0.449523	0.768999	0.751508	0.070386	0.779817	0.657242	0.096154	10616	0.100000
26	10981	0.150510	0.006123	25.798332	0.153570	0.577681	0.045902	0.541328	0.011601	50	-0.020408	0.270789	0.776748	0.706134	0.240291	0.781250	0.444003	0.137931	10981	0.100000
27	11621	0.112588	0.003034	35.572178	0.114509	0.594191	0.018634	0.589948	-0.077174	50	-0.020408	0.211669	0.832283	0.821564	0.060070	0.777778	0.339469	0.107143	11621	0.100000
28	14073	0.121718	0.008624	27.492851	0.124383	0.570731	0.057381	0.529889	0.032487	48	0.020408	0.227908	0.871296	0.867474	0.028846	0.771084	0.410982	0.094340	14073	0.100000
29	14508	0.190127	0.003350	30.323881	0.191070	0.648881	-0.071692	0.538330	0.017074	50	-0.020408	0.287006	0.823159	0.805435	0.091094	0.742574	0.386784	0.090909	14508	0.100000
30	14985	0.161571	0.005980	29.903280	0.164843	0.664683	-0.097790	0.584042	-0.066391	48	0.020408	0.280851	0.855710	0.837326	0.113013	0.719101	0.323217	0.094340	14985	0.100000
31	15852	0.134315	0.004945	27.802488	0.136432	0.565287	0.066372	0.553423	-0.010484	48	0.020408	0.266881	0.784184	0.723778	0.218688	0.803922	0.371971	0.142857	15852	0.100000
