Acceptancenum	Simnum	Time	T0	T1	TMRCA	Variance	epsilonV	Heterozygosis	epsilonH	Numberofconfig	epsilonC	SASHloc	SH	MASH	SASH	SHchanges	SHdist	HBC	Simnum	Alpha
1	69	0.144790	0.009604	37.277779	0.147048	0.583110	0.078650	0.544206	0.073718	47	0.078431	0.361474	0.840394	0.753202	0.353294	0.801980	0.475531	0.129630	69	0.100000
2	236	0.257794	0.007468	22.265432	0.260163	0.632677	0.000330	0.556660	0.052522	50	0.019608	0.408731	0.826519	0.768692	0.250000	0.773196	0.541094	0.074074	236	0.100000
3	766	0.302246	0.007472	28.645700	0.312553	0.661805	-0.045693	0.569829	0.030107	51	0.000000	0.404757	0.867490	0.810414	0.301058	0.806723	0.575797	0.150000	766	0.100000
4	1431	0.424920	0.006766	39.556847	0.425822	0.677054	-0.069789	0.578778	0.014876	50	0.019608	0.477261	0.856281	0.737795	0.451883	0.832215	0.679220	0.122807	1431	0.100000
5	1620	0.247204	0.005175	32.355339	0.250519	0.635093	-0.003488	0.594333	-0.011601	46	0.098039	0.510031	0.880042	0.847664	0.212543	0.815789	0.628528	0.132075	1620	0.100000
6	1879	0.188619	0.007386	36.713322	0.196831	0.595705	0.058749	0.585444	0.003529	56	-0.098039	0.486195	0.853582	0.840498	0.082030	0.801802	0.601250	0.050847	1879	0.100000
7	1959	0.164217	0.009718	31.742769	0.171661	0.688598	-0.088029	0.559896	0.047013	46	0.098039	0.497148	0.844266	0.805444	0.199542	0.773585	0.576442	0.178571	1959	0.100000
8	2119	0.190966	0.000359	31.239515	0.191109	0.647204	-0.022623	0.568919	0.031655	48	0.058824	0.327054	0.797948	0.676716	0.375000	0.760000	0.357761	0.076923	2119	0.100000
9	2910	0.132464	0.006525	26.627201	0.137483	0.618389	0.022906	0.561671	0.043992	46	0.098039	0.256951	0.585811	0.505999	0.161563	0.772152	0.280866	0.115385	2910	0.100000
10	3318	0.246682	0.008275	18.495897	0.251862	0.647584	-0.023224	0.627935	-0.068794	46	0.098039	0.373170	0.770103	0.763402	0.028322	0.743590	0.386631	0.080000	3318	0.100000
11	3358	0.151673	0.004694	31.516006	0.155595	0.668180	-0.055768	0.583282	0.007209	52	-0.019608	0.378060	0.837110	0.822413	0.082759	0.785714	0.445161	0.054545	3358	0.100000
12	3658	0.378140	0.006301	19.550064	0.380246	0.638016	-0.008106	0.582133	0.009164	48	0.058824	0.506871	0.789318	0.765579	0.101266	0.791667	0.571293	0.111111	3658	0.100000
13	3820	0.092463	0.006236	32.590504	0.097265	0.680679	-0.075515	0.589725	-0.003757	56	-0.098039	0.318664	0.812224	0.801513	0.053968	0.785714	0.345945	0.050847	3820	0.100000
